step,crack_depth,time,ndof,ms_err
1,10.0,0.29456090927124023,4396,1.0
2,10.0,0.582258939743042,4396,0.9167262269941067
3,5.000000000222428,0.8712630271911621,4396,0.7424312748022638
4,14.693771272116052,1.216521978378296,6568,0.6400045304235741
5,21.558325879060376,1.771934986114502,9920,0.5454230180079899
6,32.731846733504256,2.668327808380127,14392,0.3827222166647314
7,35.67528510963173,4.174698829650879,19300,0.30488937158317164
8,40.9024765255252,5.992279052734375,24644,0.2473462552437255
9,43.84202743167934,8.284902811050415,28328,0.2258903558037261
10,45.15965853478315,11.0000319480896,32860,0.19470880477448485
11,46.805724538442576,14.038229942321777,36256,0.17233380926857017
12,47.345654402678235,17.350189924240112,38976,0.14765122876864603
13,48.0186237871836,20.981338024139404,41436,0.14191262897398924
14,48.0186237871836,24.850208044052124,44784,0.14154593458046755
15,48.266473033985534,28.96221089363098,47232,0.13122259561842575
16,48.266473033985534,33.32529878616333,50824,0.12221103433623673
17,48.266473033985534,37.9893958568573,52916,0.11813897374016073
18,48.266473033985534,42.85182499885559,55284,0.10856088897728486
19,48.266473033985534,47.93392777442932,58264,0.10775285366668261
20,48.266473033985534,53.3253538608551,60952,0.10817538750016689
21,48.266473033985534,58.97365999221802,63368,0.10359755206796416
22,48.266473033985534,64.8384439945221,66536,0.10539149086249205
23,48.266473033985534,71.07861399650574,69580,0.1047070038819808
24,48.266473033985534,77.50909686088562,71344,0.09291806935927542
25,48.266473033985534,84.18478894233704,74532,0.09138822762120286
26,48.266473033985534,91.11847710609436,76736,0.09375004642735647
27,48.266473033985534,98.4554648399353,79144,0.0885209341963455
28,48.266473033985534,105.92721104621887,82744,0.09406019013247492
29,48.266473033985534,113.8124749660492,86720,0.0925988047753408
30,48.266473033985534,122.01497912406921,90044,0.08456074383639423
31,48.266473033985534,130.53570818901062,92556,0.08831291903452235
32,48.266473033985534,139.64441585540771,95792,0.08275465793535808
33,48.266473033985534,148.72749209403992,98716,0.08652945880978533
34,48.266473033985534,158.15597009658813,102512,0.09100207504878423
35,48.266473033985534,167.87669610977173,105540,0.08301831389310572
36,48.266473033985534,178.0536708831787,108388,0.08249762750009089
37,48.266473033985534,188.31729412078857,112508,0.08509037715485475
38,48.266473033985534,198.85201406478882,113816,0.08027570329597479
39,48.266473033985534,209.66131591796875,117136,0.07821630805283471
40,48.266473033985534,221.244558095932,120180,0.07743295815151933
41,48.266473033985534,232.96020078659058,123396,0.0758032395373045
42,48.266473033985534,244.67632794380188,125856,0.07536200057359087
43,48.266473033985534,256.76501393318176,129616,0.0753682203914326
44,48.266473033985534,270.3251039981842,132012,0.07065208018908126
45,48.266473033985534,283.03425788879395,136420,0.06752238922657201
46,48.266473033985534,296.00419998168945,139480,0.06671518263286629
47,48.266473033985534,309.42760396003723,141660,0.06585002278002544
48,48.266473033985534,323.2366740703583,144868,0.06923255169171459
49,48.266473033985534,337.5602140426636,147756,0.06578333765586183
50,48.266473033985534,352.336177110672,150260,0.06532034189258526
51,48.266473033985534,367.6384708881378,153780,0.06259503636589642
52,48.266473033985534,382.3661391735077,155724,0.05568685032389839
53,48.266473033985534,397.3976340293884,158136,0.052134374951995154
54,48.266473033985534,412.726833820343,159848,0.050191015698806914
55,48.266473033985534,428.09186697006226,160612,0.047694028580515586
56,48.266473033985534,443.5438058376312,162548,0.043953496616219646
57,48.266473033985534,459.4576590061188,164680,0.04305589059387892
58,48.266473033985534,475.1966230869293,166840,0.04278611712551737
59,48.266473033985534,491.406907081604,168512,0.03561620354350563
60,48.266473033985534,507.34091901779175,168888,0.030729681355857928
61,48.266473033985534,523.6744251251221,169968,0.02846682713779
62,48.266473033985534,540.0850269794464,171760,0.027128459534355918
63,48.266473033985534,556.3390078544617,172176,0.027494444131101983
64,48.266473033985534,572.575010061264,173900,0.028346521863674874
65,48.266473033985534,589.0101838111877,174632,0.03059199190737498
66,48.266473033985534,605.5907220840454,175568,0.03241014352955697
67,48.266473033985534,622.358481168747,177508,0.0395730279667741
68,48.266473033985534,639.2096629142761,179908,0.05108766996490952
69,48.266473033985534,656.6024928092957,181188,0.0487028141709714
70,48.266473033985534,674.0335071086884,181900,0.04073295235583914
71,48.266473033985534,691.7637948989868,183216,0.03138874439393517
72,48.266473033985534,709.5869719982147,184076,0.021837381543373436
73,48.266473033985534,727.3025660514832,184532,0.014068111381442693
74,48.266473033985534,745.1551699638367,184988,0.009094477483250329
75,48.266473033985534,762.8004920482635,184988,0.006188808449613989
76,48.266473033985534,780.5291819572449,185416,0.004767493587488997
77,48.266473033985534,798.3638298511505,185672,0.004182436051140019
78,48.266473033985534,816.073616027832,185672,0.003223106977669938
79,48.266473033985534,834.2618639469147,185964,0.0024078900257611326
80,48.266473033985534,852.4025509357452,186032,0.0017550324409342703
81,48.266473033985534,870.1694178581238,186032,0.0016526866640697833
82,48.266473033985534,888.6616570949554,186124,0.0011041967306501055
